KYWD,2021,2022,2023,2024,2025,2026
reflection,0.0,0.0,0.0,6.0,1.0,0.0
reform,20.0,26.0,17.0,17.0,23.0,18.0
refugee,18.0,16.0,17.0,10.0,7.0,4.0
regeneration,8.0,4.0,0.0,0.0,0.0,0.0
regime,7.0,9.0,5.0,9.0,12.0,10.0
region,9.0,7.0,8.0,6.0,10.0,8.0
regional,7.0,22.0,14.0,16.0,17.0,14.0
regional characteristics,0.0,6.0,4.0,0.0,0.0,0.0
regional development,7.0,6.0,18.0,8.0,18.0,15.0
regional disparity,0.0,0.0,5.0,8.0,5.0,7.0
regional economy,0.0,0.0,5.0,4.0,0.0,0.0
regional extinction,0.0,0.0,5.0,4.0,0.0,0.0
regional gap,5.0,2.0,0.0,0.0,0.0,0.0
regional innovation,0.0,0.0,7.0,4.0,0.0,0.0
regional revitalization,0.0,0.0,0.0,5.0,7.0,5.0
regional studies,0.0,0.0,0.0,6.0,1.0,0.0
regional tourism,0.0,7.0,2.0,6.0,3.0,0.0
regionalism,7.0,8.0,4.0,6.0,1.0,0.0
registration,21.0,16.0,21.0,16.0,13.0,10.0
regression,17.0,18.0,17.0,16.0,20.0,19.0
regression analysis,6.0,4.0,9.0,4.0,0.0,0.0
regular,6.0,3.0,0.0,0.0,0.0,0.0
regulation,62.0,68.0,72.0,75.0,75.0,68.0
regulations,20.0,17.0,11.0,20.0,22.0,20.0
regulatory,16.0,14.0,20.0,22.0,21.0,18.0
regulatory focus,9.0,9.0,4.0,0.0,0.0,0.0
regulatory focus theory,6.0,2.0,0.0,0.0,0.0,0.0
rehabilitation,7.0,10.0,4.0,5.0,7.0,5.0
reits,5.0,1.0,0.0,5.0,4.0,0.0
rejection sensitivity,6.0,4.0,0.0,7.0,1.0,0.0
related,16.0,15.0,15.0,18.0,10.0,11.0
relational,5.0,0.0,0.0,0.0,0.0,0.0
relations,28.0,17.0,32.0,16.0,20.0,15.0
relations korea,5.0,8.0,2.0,0.0,0.0,0.0
relationship,43.0,31.0,28.0,25.0,28.0,23.0
relationship quality,8.0,4.0,0.0,0.0,0.0,0.0
relative,6.0,7.0,3.0,5.0,2.0,0.0
relevance,6.0,2.0,0.0,0.0,0.0,0.0
reliability,14.0,14.0,11.0,9.0,13.0,9.0
relief,14.0,7.0,9.0,2.0,0.0,5.0
religion,10.0,16.0,8.0,5.0,14.0,8.0
relocation,5.0,7.0,2.0,0.0,0.0,0.0
remarks,11.0,1.0,0.0,0.0,0.0,0.0
remedies,6.0,9.0,5.0,3.0,0.0,5.0
remedy,9.0,8.0,8.0,9.0,6.0,6.0
remittances,0.0,5.0,1.0,0.0,0.0,0.0
remote,6.0,4.0,0.0,0.0,0.0,4.0
removal,0.0,0.0,5.0,1.0,0.0,0.0
remuneration,0.0,7.0,5.0,4.0,0.0,0.0
renewable,0.0,0.0,9.0,4.0,0.0,0.0
renewable energy,8.0,9.0,5.0,11.0,8.0,8.0
renewal,7.0,3.0,6.0,7.0,3.0,0.0
rent,8.0,6.0,6.0,3.0,0.0,5.0
rental,6.0,6.0,7.0,4.0,0.0,0.0
reorganization,0.0,0.0,6.0,2.0,0.0,0.0
report,8.0,10.0,15.0,5.0,19.0,15.0
reporting,11.0,9.0,13.0,7.0,12.0,8.0
representation,20.0,13.0,20.0,9.0,12.0,7.0
representative,15.0,16.0,12.0,6.0,5.0,2.0
reproduction,0.0,0.0,7.0,0.0,0.0,0.0
republic,6.0,8.0,8.0,6.0,7.0,5.0
republicanism,6.0,2.0,0.0,0.0,0.0,0.0
repurchase intention,24.0,26.0,14.0,26.0,14.0,14.0
reputation,5.0,3.0,0.0,6.0,4.0,0.0
request,11.0,8.0,11.0,13.0,11.0,10.0
required,0.0,0.0,0.0,5.0,0.0,0.0
requirement,6.0,8.0,12.0,11.0,6.0,6.0
requirements,8.0,3.0,8.0,5.0,4.0,0.0
res,9.0,0.0,0.0,0.0,0.0,7.0
research,16.0,11.0,16.0,10.0,18.0,15.0
research methodology,0.0,5.0,1.0,0.0,0.0,0.0
research trend,22.0,18.0,19.0,9.0,6.0,3.0
research trends,22.0,29.0,26.0,27.0,45.0,42.0
reservation,0.0,0.0,8.0,4.0,0.0,7.0
reserve,0.0,8.0,8.0,3.0,0.0,0.0
residence,10.0,16.0,7.0,7.0,3.0,0.0
resident,5.0,5.0,7.0,5.0,5.0,0.0
resident participation,0.0,6.0,6.0,1.0,0.0,0.0
residential,7.0,11.0,12.0,8.0,15.0,12.0
residential environment,0.0,0.0,9.0,12.0,6.0,6.0
residential mobility,0.0,0.0,5.0,5.0,3.0,0.0
residential satisfaction,10.0,3.0,6.0,6.0,7.0,5.0
residents,6.0,4.0,5.0,6.0,5.0,4.0
residual,0.0,0.0,5.0,0.0,0.0,0.0
resilience,36.0,24.0,37.0,35.0,28.0,28.0
resistance,0.0,0.0,5.0,8.0,5.0,6.0
resolution,9.0,15.0,10.0,13.0,15.0,13.0
resource-based theory,0.0,0.0,5.0,3.0,0.0,0.0
resources,14.0,18.0,8.0,20.0,17.0,19.0
response,12.0,6.0,9.0,16.0,8.0,8.0
responsibilities,0.0,0.0,0.0,5.0,1.0,0.0
responsibility,40.0,42.0,25.0,24.0,26.0,22.0
responsible,0.0,0.0,5.0,5.0,2.0,0.0
rest,0.0,0.0,6.0,4.0,0.0,0.0
restaurant,7.0,6.0,3.0,0.0,0.0,0.0
restoration,0.0,0.0,5.0,4.0,0.0,4.0
restorative,0.0,0.0,6.0,5.0,3.0,0.0
restriction,15.0,14.0,11.0,7.0,6.0,3.0
restrictions,6.0,8.0,10.0,7.0,7.0,4.0
restructuring,0.0,5.0,5.0,6.0,8.0,6.0
retention,5.0,1.0,0.0,0.0,0.0,5.0
retirement,0.0,13.0,13.0,16.0,10.0,11.0
retroactive,5.0,2.0,7.0,6.0,6.0,4.0
return,12.0,14.0,14.0,21.0,18.0,19.0
returns,8.0,4.0,0.0,0.0,0.0,0.0
reunification,5.0,0.0,0.0,0.0,0.0,0.0
reuse intention,13.0,12.0,9.0,6.0,7.0,5.0
revenue,0.0,11.0,11.0,5.0,2.0,0.0
reverse,0.0,5.0,5.0,4.0,0.0,6.0
review,22.0,21.0,22.0,18.0,37.0,33.0
revised,7.0,4.0,6.0,2.0,0.0,0.0
revision,7.0,11.0,3.0,8.0,2.0,0.0
revisit intention,37.0,34.0,25.0,18.0,17.0,14.0
revitalization,7.0,3.0,0.0,5.0,8.0,5.0
revocation,8.0,4.0,6.0,2.0,0.0,0.0
revolution,28.0,11.0,16.0,13.0,2.0,0.0
rights,264.0,242.0,279.0,248.0,237.0,270.0
rise,0.0,5.0,1.0,0.0,0.0,8.0
risk,41.0,45.0,49.0,46.0,44.0,38.0
risk communication,5.0,5.0,4.0,0.0,0.0,0.0
risk management,7.0,7.0,6.0,1.0,0.0,0.0
risk perception,26.0,20.0,12.0,12.0,5.0,0.0
road,5.0,5.0,5.0,8.0,4.0,0.0
robot,0.0,9.0,4.0,5.0,4.0,0.0
robots,0.0,5.0,1.0,0.0,0.0,0.0
rok,0.0,5.0,9.0,7.0,3.0,0.0
rok-us alliance,8.0,4.0,7.0,7.0,1.0,0.0
role,10.0,11.0,8.0,4.0,0.0,7.0
royalty,8.0,2.0,7.0,6.0,6.0,4.0
rule,42.0,41.0,33.0,36.0,25.0,22.0
rules,13.0,20.0,21.0,21.0,16.0,14.0
rules of origin,0.0,5.0,3.0,7.0,0.0,0.0
ruling,5.0,2.0,6.0,4.0,0.0,0.0
rural,6.0,7.0,15.0,7.0,8.0,5.0
rural areas,5.0,4.0,6.0,5.0,5.0,3.0
rural development,0.0,0.0,7.0,2.0,0.0,0.0
rural tourism,6.0,3.0,0.0,5.0,2.0,0.0
rural urban,0.0,0.0,6.0,0.0,0.0,0.0
russia,20.0,37.0,42.0,28.0,23.0,19.0
safe,0.0,5.0,2.0,0.0,0.0,0.0
safety,47.0,41.0,68.0,60.0,37.0,34.0
safety behavior,5.0,1.0,0.0,0.0,0.0,0.0
safety policy,0.0,0.0,5.0,0.0,0.0,0.0
sale,5.0,11.0,10.0,9.0,6.0,5.0
sales,13.0,17.0,17.0,23.0,12.0,11.0
sales performance,0.0,0.0,5.0,4.0,0.0,0.0
same,0.0,0.0,6.0,2.0,0.0,0.0
sanction,0.0,5.0,4.0,0.0,0.0,4.0
sanctions,11.0,23.0,13.0,12.0,6.0,5.0
satellite,0.0,0.0,0.0,6.0,7.0,5.0
scale,13.0,8.0,10.0,5.0,8.0,5.0
scale development,14.0,17.0,13.0,17.0,14.0,13.0
scheduling,0.0,5.0,4.0,0.0,0.0,0.0
school,19.0,12.0,20.0,17.0,19.0,17.0
school adaptation,6.0,4.0,5.0,4.0,0.0,0.0
school adjustment,8.0,9.0,9.0,9.0,10.0,10.0
school autonomy,0.0,6.0,1.0,0.0,0.0,0.0
school sports club,0.0,0.0,5.0,6.0,2.0,0.0
school violence,6.0,7.0,7.0,6.0,3.0,0.0
schools,5.0,4.0,0.0,0.0,0.0,0.0
science,10.0,5.0,15.0,15.0,8.0,9.0
scientific,5.0,3.0,0.0,5.0,3.0,0.0
scm,8.0,3.0,0.0,0.0,0.0,0.0
scope,14.0,10.0,10.0,13.0,10.0,10.0
scoping review,0.0,0.0,0.0,6.0,4.0,0.0
score,0.0,0.0,0.0,5.0,3.0,0.0
sdgs,12.0,5.0,10.0,9.0,9.0,8.0
sea,11.0,13.0,9.0,13.0,14.0,12.0
search,11.0,5.0,15.0,10.0,16.0,13.0
second,5.0,3.0,0.0,0.0,0.0,0.0
secondary,5.0,3.0,8.0,0.0,0.0,0.0
secret,5.0,8.0,4.0,0.0,0.0,7.0
secretary,0.0,0.0,0.0,5.0,1.0,0.0
secrets,0.0,0.0,5.0,6.0,3.0,0.0
section,6.0,1.0,0.0,0.0,0.0,0.0
sector,8.0,6.0,4.0,0.0,0.0,0.0
securities,14.0,10.0,11.0,3.0,0.0,6.0
securitization,6.0,3.0,0.0,0.0,0.0,0.0
security,64.0,63.0,64.0,62.0,58.0,60.0
seizure,0.0,7.0,8.0,9.0,13.0,11.0
selection,6.0,7.0,2.0,5.0,4.0,0.0
selection attributes,22.0,19.0,19.0,9.0,8.0,5.0
selective,0.0,0.0,5.0,2.0,0.0,0.0
self-compassion,7.0,5.0,4.0,8.0,3.0,0.0
self-congruity,7.0,1.0,0.0,6.0,0.0,0.0
self-construal,0.0,0.0,6.0,6.0,1.0,0.0
self-control,6.0,6.0,2.0,0.0,0.0,0.0
self-determination,16.0,12.0,9.0,13.0,11.0,11.0
self-determined motivation,0.0,5.0,1.0,0.0,0.0,0.0
self-directed learning,0.0,7.0,4.0,12.0,6.0,6.0
self-directed learning ability,0.0,5.0,2.0,0.0,0.0,0.0
self-efficacy,64.0,60.0,47.0,61.0,57.0,64.0
self-employed,6.0,5.0,3.0,0.0,0.0,0.0
self-esteem,46.0,28.0,45.0,35.0,31.0,25.0
self-leadership,10.0,10.0,9.0,5.0,8.0,5.0
self-rated health,0.0,0.0,5.0,1.0,0.0,4.0
self-reflection,6.0,2.0,0.0,0.0,0.0,0.0
self-regulated learning,0.0,0.0,0.0,8.0,6.0,5.0
self-regulation,10.0,21.0,12.0,16.0,9.0,8.0
selling,6.0,2.0,0.0,7.0,1.0,0.0
semantic network,0.0,0.0,5.0,2.0,0.0,0.0
semantic network analysis,30.0,24.0,19.0,17.0,16.0,13.0
semiconductor,0.0,0.0,7.0,9.0,4.0,0.0
senior,12.0,4.0,12.0,14.0,3.0,0.0
senior job,10.0,6.0,9.0,9.0,3.0,0.0
seniors,0.0,0.0,5.0,7.0,4.0,0.0
sense,5.0,4.0,0.0,0.0,0.0,0.0
sense of community,6.0,3.0,6.0,7.0,2.0,0.0
sensitivity,6.0,5.0,4.0,0.0,0.0,5.0
sensor,0.0,0.0,0.0,7.0,2.0,0.0
sentencing,6.0,7.0,7.0,7.0,5.0,5.0
sentiment,0.0,0.0,8.0,7.0,8.0,6.0
sentiment analysis,11.0,12.0,14.0,11.0,15.0,12.0
seok yeol,0.0,7.0,4.0,0.0,0.0,0.0
seoul,17.0,22.0,24.0,22.0,18.0,16.0
seoul metropolitan area,5.0,8.0,4.0,9.0,5.0,5.0
separate,0.0,5.0,1.0,6.0,2.0,0.0
separation,13.0,7.0,13.0,12.0,19.0,16.0
serious,8.0,8.0,10.0,10.0,2.0,0.0
servant leadership,6.0,7.0,7.0,5.0,4.0,0.0
service,67.0,58.0,63.0,56.0,67.0,62.0
service quality,44.0,42.0,33.0,23.0,30.0,19.0
servicescape,6.0,3.0,7.0,7.0,5.0,0.0
settlement,18.0,14.0,14.0,19.0,13.0,14.0
sex,16.0,11.0,11.0,8.0,4.0,0.0
sexism,7.0,2.0,0.0,0.0,0.0,0.0
sexual,28.0,17.0,27.0,30.0,11.0,11.0
share,8.0,16.0,12.0,10.0,16.0,13.0
shareholder,23.0,25.0,20.0,37.0,27.0,29.0
shares,0.0,9.0,5.0,5.0,8.0,6.0
sharing,16.0,14.0,12.0,10.0,8.0,7.0
sharing economy,9.0,5.0,7.0,0.0,0.0,0.0
shift-share analysis,0.0,0.0,0.0,5.0,2.0,0.0
ship,8.0,9.0,10.0,15.0,10.0,13.0
shock,0.0,0.0,5.0,1.0,0.0,0.0
short,12.0,6.0,6.0,11.0,5.0,6.0
short selling,5.0,4.0,0.0,0.0,0.0,0.0
shrinking cities,0.0,0.0,8.0,3.0,0.0,0.0
silk road,5.0,4.0,11.0,6.0,4.0,0.0
similarity,0.0,6.0,7.0,7.0,2.0,0.0
simulation,5.0,5.0,11.0,10.0,24.0,21.0
singapore,0.0,10.0,8.0,7.0,6.0,4.0
single,7.0,6.0,6.0,7.0,2.0,0.0
single-person household,7.0,12.0,15.0,14.0,14.0,11.0
site,0.0,0.0,7.0,4.0,0.0,0.0
sized,7.0,4.0,5.0,10.0,6.0,7.0
small,11.0,7.0,12.0,12.0,13.0,12.0
small and medium-sized enterprises,7.0,5.0,3.0,7.0,5.0,5.0
small business,0.0,0.0,5.0,4.0,0.0,4.0
small business owners,0.0,0.0,0.0,5.0,3.0,0.0
smart,20.0,13.0,16.0,11.0,11.0,8.0
smart city,15.0,6.0,20.0,10.0,6.0,4.0
smart factory,6.0,8.0,6.0,6.0,3.0,0.0
smart tourism,11.0,8.0,3.0,0.0,0.0,0.0
smart work,0.0,5.0,1.0,0.0,0.0,0.0
smartphone,0.0,0.0,0.0,8.0,2.0,0.0
smartphone addiction,6.0,6.0,5.0,3.0,0.0,0.0
smartphone overdependence,5.0,3.0,0.0,6.0,1.0,0.0
smes,28.0,16.0,30.0,17.0,21.0,16.0
sna,0.0,6.0,1.0,0.0,0.0,0.0
sns,29.0,27.0,27.0,21.0,18.0,15.0
social activity,6.0,0.0,0.0,0.0,0.0,0.0
social anxiety,8.0,8.0,4.0,7.0,6.0,5.0
social capital,33.0,48.0,26.0,32.0,27.0,29.0
social class,5.0,1.0,0.0,0.0,0.0,0.0
social conflict,0.0,0.0,6.0,1.0,0.0,0.0
social disaster,0.0,0.0,0.0,5.0,1.0,0.0
social distance,6.0,2.0,0.0,0.0,0.0,4.0
social distancing,8.0,3.0,0.0,0.0,0.0,0.0
social economy,13.0,23.0,8.0,3.0,0.0,7.0
social enterprise,28.0,23.0,25.0,18.0,8.0,5.0
social entrepreneurship,7.0,8.0,8.0,2.0,0.0,0.0
social exchange theory,9.0,7.0,5.0,3.0,0.0,0.0
social exclusion,6.0,8.0,7.0,5.0,8.0,5.0
social housing,0.0,5.0,0.0,0.0,0.0,0.0
social identity theory,0.0,0.0,0.0,5.0,4.0,0.0
social inequality,0.0,0.0,5.0,1.0,0.0,0.0
social influence,0.0,5.0,3.0,0.0,0.0,0.0
social innovation,6.0,3.0,6.0,4.0,0.0,0.0
social integration,9.0,8.0,4.0,9.0,18.0,16.0
social interaction,5.0,1.0,5.0,3.0,0.0,0.0
social isolation,0.0,6.0,12.0,4.0,0.0,10.0
social justice,0.0,5.0,4.0,0.0,0.0,0.0
social media,33.0,14.0,23.0,37.0,18.0,21.0
social movement,5.0,7.0,4.0,6.0,3.0,0.0
social network,14.0,11.0,12.0,6.0,16.0,11.0
social network analysis,19.0,22.0,14.0,8.0,2.0,0.0
social norms,0.0,0.0,6.0,1.0,0.0,0.0
social participation,8.0,6.0,13.0,8.0,19.0,14.0
social performance,0.0,8.0,5.0,6.0,4.0,0.0
social policy,10.0,5.0,8.0,4.0,0.0,5.0
social presence,5.0,13.0,7.0,9.0,6.0,6.0
social relationship,6.0,6.0,7.0,9.0,5.0,7.0
social responsibility,5.0,1.0,7.0,4.0,0.0,0.0
social security,5.0,3.0,0.0,0.0,0.0,0.0
social service,9.0,5.0,2.0,10.0,4.0,0.0
social stigma,6.0,1.0,0.0,0.0,0.0,0.0
social studies,0.0,0.0,8.0,8.0,2.0,0.0
social studies education,7.0,6.0,5.0,9.0,8.0,7.0
social support,47.0,38.0,38.0,44.0,42.0,44.0
social trust,0.0,0.0,0.0,8.0,8.0,7.0
social value,15.0,14.0,7.0,3.0,0.0,0.0
social venture,0.0,0.0,5.0,2.0,0.0,0.0
social welfare,6.0,7.0,4.0,7.0,5.0,0.0
social welfare ordinance,0.0,0.0,5.0,5.0,1.0,0.0
social withdrawal,12.0,6.0,3.0,0.0,0.0,0.0
social work practice,0.0,0.0,5.0,0.0,0.0,0.0
social worker,10.0,16.0,17.0,19.0,25.0,22.0
socialism,7.0,7.0,4.0,9.0,4.0,0.0
society,32.0,23.0,14.0,16.0,21.0,17.0
socioeconomic status,5.0,3.0,5.0,8.0,5.0,6.0
sociology,5.0,4.0,6.0,4.0,0.0,4.0
soft,5.0,3.0,0.0,0.0,0.0,0.0
soft power,9.0,6.0,7.0,2.0,0.0,0.0
software,7.0,5.0,6.0,5.0,7.0,5.0
soldiers,0.0,5.0,3.0,0.0,0.0,0.0
solicitation,5.0,2.0,0.0,0.0,0.0,0.0
solidarity,12.0,12.0,12.0,5.0,12.0,7.0
source,10.0,8.0,6.0,7.0,12.0,10.0
south,5.0,5.0,4.0,0.0,0.0,3.0
southeast asia,8.0,9.0,8.0,9.0,5.0,6.0
sovereign,0.0,0.0,0.0,5.0,1.0,0.0
sovereignty,11.0,15.0,15.0,13.0,9.0,8.0
soviet union,0.0,0.0,0.0,5.0,5.0,0.0
space,16.0,11.0,19.0,18.0,16.0,14.0
spatial,7.0,4.0,7.0,6.0,5.0,0.0
spatial information,0.0,0.0,6.0,1.0,0.0,0.0
spatial regression,5.0,2.0,5.0,2.0,0.0,0.0
special,45.0,49.0,44.0,39.0,41.0,32.0
special education,0.0,0.0,0.0,6.0,1.0,0.0
special education teacher,0.0,0.0,7.0,8.0,7.0,6.0
specialized,0.0,6.0,2.0,0.0,0.0,0.0
specific,20.0,7.0,9.0,7.0,9.0,7.0
speech,13.0,14.0,5.0,10.0,8.0,8.0
speech-language pathologist,0.0,0.0,6.0,5.0,2.0,0.0
spillover effect,0.0,5.0,3.0,0.0,0.0,3.0
spiritual well-being,5.0,0.0,0.0,0.0,0.0,0.0
sports,10.0,5.0,7.0,5.0,1.0,0.0
sports confidence,0.0,0.0,0.0,5.0,1.0,0.0
spouse,0.0,0.0,0.0,6.0,1.0,0.0
sps,5.0,5.0,5.0,3.0,0.0,0.0
st,5.0,4.0,0.0,0.0,0.0,0.0
stability,0.0,8.0,7.0,6.0,17.0,12.0
stabilization,5.0,0.0,0.0,0.0,0.0,0.0
stakeholder,6.0,3.0,7.0,6.0,6.0,4.0
stakeholder theory,0.0,0.0,6.0,4.0,0.0,0.0
stakeholders,5.0,3.0,0.0,0.0,0.0,4.0
stalking,0.0,9.0,11.0,7.0,4.0,0.0
standing,5.0,5.0,3.0,5.0,8.0,7.0
start-up,9.0,2.0,9.0,5.0,1.0,0.0
startup,15.0,11.0,24.0,16.0,14.0,10.0
statement,10.0,7.0,5.0,6.0,8.0,6.0
statements,5.0,3.0,0.0,0.0,0.0,0.0
status,27.0,16.0,29.0,28.0,18.0,17.0
statute,6.0,7.0,5.0,8.0,8.0,7.0
statutory,8.0,5.0,12.0,9.0,11.0,8.0
step,0.0,5.0,8.0,6.0,4.0,0.0
stickiness,0.0,6.0,0.0,0.0,0.0,0.0
stigma,0.0,5.0,5.0,7.0,2.0,0.0
stock,28.0,22.0,20.0,21.0,15.0,14.0
stock price crash risk,0.0,5.0,2.0,5.0,5.0,4.0
stocks,0.0,0.0,0.0,6.0,1.0,0.0
stop,6.0,1.0,0.0,0.0,0.0,0.0
storage,0.0,5.0,10.0,9.0,5.0,5.0
story,5.0,0.0,0.0,0.0,0.0,0.0
storytelling,9.0,8.0,7.0,4.0,0.0,4.0
strategic,10.0,9.0,5.0,11.0,6.0,6.0
strength,0.0,0.0,0.0,5.0,2.0,0.0
stress,21.0,13.0,18.0,12.0,15.0,12.0
stress coping,0.0,0.0,5.0,1.0,0.0,0.0
strict,0.0,0.0,0.0,7.0,8.0,7.0
strike,0.0,0.0,6.0,6.0,5.0,0.0
structural,0.0,12.0,3.0,0.0,0.0,7.0
structural equation modeling,15.0,9.0,19.0,8.0,11.0,7.0
structural topic modeling,0.0,0.0,0.0,5.0,4.0,0.0
structure,14.0,16.0,16.0,12.0,22.0,17.0
student,5.0,3.0,0.0,0.0,0.0,0.0
student athletes,7.0,2.0,8.0,8.0,5.0,6.0
student engagement,0.0,5.0,1.0,0.0,0.0,0.0
students,0.0,5.0,6.0,5.0,4.0,0.0
students with disabilities,5.0,3.0,8.0,2.0,0.0,0.0
study,9.0,6.0,7.0,8.0,4.0,0.0
sub-saharan africa,5.0,1.0,0.0,0.0,0.0,0.0
subcontracting,0.0,6.0,4.0,8.0,5.0,0.0
subject,12.0,16.0,10.0,13.0,12.0,11.0
subjective,0.0,0.0,7.0,0.0,0.0,0.0
subjective happiness,0.0,6.0,3.0,5.0,3.0,0.0
subjective norm,6.0,6.0,4.0,0.0,0.0,5.0
subjective perception,0.0,5.0,5.0,2.0,0.0,0.0
subjective well-being,5.0,11.0,13.0,18.0,15.0,15.0
subjectivity,7.0,8.0,5.0,12.0,4.0,0.0
submission,0.0,0.0,6.0,4.0,0.0,0.0
subrogation,10.0,3.0,10.0,4.0,0.0,0.0
subscription,0.0,0.0,0.0,5.0,2.0,0.0
subscription service,0.0,0.0,5.0,3.0,0.0,0.0
subsequent,0.0,7.0,4.0,0.0,0.0,0.0
subsidiarity,5.0,1.0,0.0,0.0,0.0,0.0
subsidiary,5.0,2.0,0.0,5.0,3.0,0.0
subsidy,12.0,12.0,8.0,10.0,12.0,9.0
substance,6.0,3.0,5.0,6.0,8.0,6.0
substantial,12.0,10.0,4.0,5.0,5.0,0.0
substantive,0.0,0.0,0.0,6.0,7.0,5.0
substitute,0.0,0.0,5.0,1.0,0.0,3.0
successful aging,7.0,2.0,0.0,5.0,5.0,3.0
succession,10.0,13.0,11.0,9.0,8.0,7.0
successor,0.0,5.0,1.0,0.0,0.0,0.0
suicidal ideation,9.0,9.0,8.0,7.0,13.0,11.0
suicide,14.0,4.0,7.0,13.0,12.0,11.0
suit,6.0,7.0,6.0,4.0,0.0,4.0
summary supreme,0.0,0.0,5.0,4.0,0.0,0.0
sup,5.0,2.0,0.0,0.0,0.0,0.0
super-aged society,0.0,0.0,0.0,5.0,2.0,0.0
superiority,0.0,0.0,5.0,4.0,0.0,0.0
supervision,12.0,12.0,11.0,13.0,1.0,0.0
supervisory,5.0,1.0,0.0,0.0,0.0,0.0
supplementary,0.0,0.0,8.0,4.0,0.0,0.0
supply,11.0,15.0,25.0,13.0,15.0,11.0
supply chain,6.0,6.0,13.0,13.0,23.0,22.0
supply chain management,6.0,1.0,0.0,6.0,3.0,0.0
support,27.0,32.0,30.0,33.0,33.0,29.0
supreme,9.0,13.0,11.0,11.0,13.0,11.0
supreme court,7.0,8.0,11.0,10.0,4.0,0.0
sur,5.0,1.0,0.0,0.0,0.0,0.0
surface,0.0,0.0,5.0,3.0,0.0,4.0
surveillance,6.0,7.0,3.0,8.0,6.0,6.0
survey,11.0,18.0,15.0,21.0,11.0,12.0
survival,0.0,6.0,3.0,0.0,0.0,4.0
survival analysis,8.0,8.0,8.0,5.0,4.0,0.0
suspension,11.0,11.0,8.0,2.0,0.0,0.0
sustainability,42.0,41.0,57.0,55.0,69.0,59.0
sustainable development,9.0,9.0,13.0,15.0,20.0,19.0
sustainable development goals,0.0,5.0,3.0,0.0,0.0,0.0
sustainable management,7.0,7.0,14.0,7.0,9.0,6.0
sustainable tourism,5.0,4.0,6.0,5.0,4.0,0.0
sustainable urban,0.0,0.0,0.0,5.0,3.0,0.0
sw,8.0,5.0,5.0,2.0,0.0,0.0
sw education,7.0,1.0,0.0,0.0,0.0,0.0
sweden,0.0,0.0,8.0,4.0,0.0,0.0
switching cost,5.0,4.0,5.0,3.0,0.0,0.0
switching intention,0.0,10.0,3.0,0.0,0.0,0.0
swot,5.0,0.0,0.0,0.0,0.0,0.0
syngman rhee,0.0,5.0,1.0,0.0,0.0,0.0
systematic literature review,5.0,4.0,0.0,9.0,16.0,13.0
systematic review,6.0,6.0,11.0,3.0,0.0,8.0
systems,6.0,7.0,14.0,15.0,15.0,14.0
t,11.0,13.0,13.0,11.0,7.0,6.0
taiwan,12.0,20.0,24.0,21.0,16.0,14.0
taking,0.0,0.0,6.0,6.0,3.0,0.0
tam,6.0,10.0,7.0,5.0,4.0,0.0
tanzania,0.0,0.0,6.0,3.0,0.0,0.0
target,0.0,0.0,0.0,8.0,4.0,0.0
tariff,6.0,2.0,6.0,10.0,16.0,15.0
task performance,0.0,5.0,2.0,0.0,0.0,0.0
tax,130.0,106.0,115.0,90.0,145.0,147.0
tax avoidance,0.0,5.0,3.0,0.0,0.0,0.0
tax law,5.0,1.0,0.0,0.0,0.0,0.0
taxpayer,6.0,0.0,0.0,0.0,0.0,6.0
tbt,0.0,0.0,0.0,5.0,4.0,0.0
teacher,14.0,12.0,10.0,11.0,16.0,14.0
teacher education,5.0,4.0,0.0,7.0,4.0,0.0
teacher efficacy,13.0,12.0,9.0,11.0,4.0,0.0
teacher job satisfaction,0.0,0.0,5.0,4.0,0.0,0.0
teacher learning community,0.0,0.0,6.0,4.0,0.0,0.0
teacher-student relationship,5.0,3.0,5.0,4.0,0.0,0.0
teaching,0.0,6.0,2.0,0.0,0.0,0.0
teaching creativity,0.0,0.0,5.0,1.0,0.0,0.0
teaching efficacy,5.0,1.0,0.0,5.0,2.0,0.0
tech,5.0,5.0,5.0,9.0,5.0,6.0
technical,0.0,6.0,4.0,9.0,5.0,5.0
technique,0.0,0.0,6.0,2.0,0.0,0.0
technological,5.0,3.0,5.0,8.0,5.0,6.0
technological innovation,8.0,6.0,12.0,15.0,7.0,8.0
technology,33.0,44.0,40.0,48.0,53.0,52.0
technology acceptance,0.0,0.0,8.0,2.0,0.0,6.0
technology acceptance model,11.0,15.0,11.0,15.0,14.0,14.0
technology commercialization,0.0,5.0,2.0,0.0,0.0,0.0
technology-based self-service,8.0,6.0,6.0,4.0,0.0,0.0
telecommunications,7.0,9.0,5.0,6.0,3.0,0.0
telework,5.0,4.0,0.0,0.0,0.0,0.0
temporary,0.0,5.0,8.0,9.0,1.0,0.0
tenant,0.0,5.0,4.0,0.0,0.0,0.0
tender,0.0,0.0,6.0,1.0,0.0,0.0
term,16.0,14.0,23.0,21.0,10.0,9.0
termination,0.0,13.0,7.0,13.0,14.0,14.0
terms,14.0,6.0,9.0,9.0,10.0,9.0
terrestrial broadcasting,0.0,0.0,0.0,5.0,6.0,4.0
territoriality,7.0,6.0,5.0,7.0,5.0,5.0
terrorism,7.0,5.0,5.0,2.0,0.0,0.0
test,17.0,19.0,19.0,27.0,18.0,20.0
text,0.0,12.0,11.0,12.0,12.0,9.0
text analysis,0.0,0.0,10.0,5.0,12.0,8.0
